ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8090924680975303,0.65,0.43333333333333335,0.8642079490359336,1.0,SQLIntegrityConstraintViolationException on user registration,technical
0.13120507751234178,0.2,0.03571428571428571,0.15457433957839828,0.2,0.07142857142857142,0.268518336559403,0.3,0.21428571428571427,0.25165883499216835,0.2,NullPointerException in user authentication process,technical
1.0,1.0,0.16666666666666666,0.8701249883466594,0.8,0.26666666666666666,0.601458123366373,0.4,0.26666666666666666,0.7817540259537211,1.0,NullPointerException in UserService during authentication process,technical
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9471745569034311,0.85,0.5666666666666667,1.0,1.0,NullPointerException in Spring Boot REST controller,technical
0.6164336326286644,0.6,0.1111111111111111,0.47338717040861206,0.4,0.14814814814814814,0.4256302275493008,0.3,0.2222222222222222,0.46189649234571956,1.0,NullReferenceException in user authentication module,technical
0.6548086577531307,0.6,0.1,0.5400062438450265,0.5,0.16666666666666666,0.4475011398904244,0.35,0.23333333333333334,0.651858558108558,1.0,something's off with the site,vague
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8563006485929924,0.75,0.5,0.9557880844645551,1.0,something stopped working,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.04071575642965593,0.05,0.03333333333333333,0.08165355991442948,0.07692307692307693,Something's broken on the site.,vague
0.0,0.0,0.0,0.06362078819895173,0.1,0.03333333333333333,0.0431888707553241,0.05,0.03333333333333333,0.1,0.1,something's broken,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,something's not right,vague
0.3391602052736161,0.2,0.03333333333333333,0.2200917662980802,0.1,0.03333333333333333,0.14940894506420788,0.05,0.03333333333333333,0.5454545454545454,1.0,something's gone wrong,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.022222222222222223,something isn't right,vague
0.13120507751234178,0.2,0.03333333333333333,0.3246861616039046,0.5,0.16666666666666666,0.42837873990280395,0.55,0.36666666666666664,0.47726038629645434,0.2,something's wrong with my account,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,something is off,vague
1.0,1.0,0.16666666666666666,0.9363792118010483,0.9,0.3,0.8097025875485154,0.65,0.43333333333333335,0.9751850713389174,1.0,something went wrong,vague
1.0,1.0,0.18518518518518517,1.0,1.0,0.37037037037037035,0.8179518332673216,0.65,0.48148148148148145,0.9301587301587302,1.0,implement caching for user profile retrieval,task
0.915209948681596,1.0,0.16666666666666666,0.7653371734105515,0.8,0.26666666666666666,0.728998893933131,0.75,0.5,0.8028002707174653,1.0,optimize database queries for the reporting module,task
0.6992148198508501,0.6,0.1,0.67175898907361,0.6,0.2,0.5584079302700833,0.45,0.3,0.5920786080723969,1.0,enhance security measures for data storage,task
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9641578341196334,0.9,0.6,0.8791149433725367,1.0,create automated tests for the checkout process,task
0.639945385422766,0.6,0.1,0.4936790360674166,0.4,0.13333333333333333,0.5759822017121947,0.55,0.36666666666666664,0.5496107451510155,1.0,integrate third-party analytics service,task
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9471745569034311,0.85,0.5666666666666667,0.9294287696577245,1.0,document API endpoints for the new feature set,task
0.7860137352654724,0.8,0.14285714285714285,0.7827392871477703,0.8,0.2857142857142857,0.7996789679481034,0.75,0.5357142857142857,0.7271084067269575,1.0,resolve memory leaks in the image processing service,task
