ndcg@5,precision@5,recall@5,ndcg@10,precision@10,recall@10,ndcg@20,precision@20,recall@20,ap,rr,query,query_type
1.0,1.0,0.18518518518518517,1.0,1.0,0.37037037037037035,0.9210791316408183,0.8,0.5925925925925926,0.9357258817818788,1.0,TypeError in payment processing module when handling invalid credit card input,specific
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9439716134164784,0.85,0.6071428571428571,0.8728429362033103,1.0,ConcurrentModificationException in order processing service during bulk updates,specific
0.48522855511632257,0.4,0.07142857142857142,0.38113435412202007,0.3,0.10714285714285714,0.4634979102807678,0.4,0.2857142857142857,0.4107309051371367,1.0,TypeError when updating user profile in React app,specific
0.8687949224876582,0.8,0.14814814814814814,0.841492960259019,0.8,0.2962962962962963,0.8034213952807425,0.65,0.48148148148148145,0.6930168159644764,1.0,TypeError when parsing JSON response in fetchData function,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8785788141405058,0.8,0.5333333333333333,0.8798350004541955,1.0,Race condition in order processing during high load scenario,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9614745885673345,0.95,0.6333333333333333,0.9471194503171247,1.0,IndexOutOfBoundsException in ArrayList processing user input,specific
1.0,1.0,0.16666666666666666,0.9363792118010483,0.9,0.3,0.8798105664065207,0.75,0.5,0.9197553725514251,1.0,TypeError when rendering user profile component with missing profile data,specific
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9440983866072261,0.9,0.6,0.9078558914720533,1.0,TypeError in cart checkout process when applying discount code,specific
1.0,1.0,0.18518518518518517,1.0,1.0,0.37037037037037035,0.981711569003414,0.95,0.7037037037037037,0.9269291308353808,1.0,TypeError in fetchData function within userProfile.js,specific
0.38356636737133565,0.4,0.06666666666666667,0.32730659600127,0.3,0.1,0.29726387906763646,0.25,0.16666666666666666,0.3671099280167907,0.5,optimize database query performance,task
0.0,0.0,0.0,0.06943122193677728,0.1,0.037037037037037035,0.16545621525326387,0.2,0.14814814814814814,0.2073908468213321,0.125,optimize database queries for performance,task
0.0,0.0,0.0,0.22119341301481268,0.3,0.10714285714285714,0.2732339480136584,0.3,0.21428571428571427,0.26413340041544564,0.16666666666666666,optimize database queries,task
0.6164336326286644,0.6,0.10714285714285714,0.46364403650820374,0.4,0.14285714285714285,0.4800490383393624,0.4,0.2857142857142857,0.4764412813873903,1.0,NullPointerException in user authentication module,technical
0.16958010263680806,0.2,0.03333333333333333,0.1100458831490401,0.1,0.03333333333333333,0.22267731785302455,0.25,0.16666666666666666,0.21315690339520071,0.3333333333333333,NullPointerException in user authentication service,technical
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9086222726523637,0.75,0.5357142857142857,1.0,1.0,NullReferenceException in UserController during authentication process,technical
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.8506003836277288,0.7,0.4666666666666667,0.9335867563808741,1.0,NullReferenceException in UserService during account creation,technical
1.0,1.0,0.17857142857142858,1.0,1.0,0.35714285714285715,0.9086222726523637,0.75,0.5357142857142857,1.0,1.0,SQLSyntaxError in user authentication module,technical
1.0,1.0,0.16666666666666666,0.9216017310213247,0.9,0.3,0.7958432343102088,0.65,0.43333333333333335,0.8372143212136564,1.0,SQLIntegrityConstraintViolationException on user registration,technical
0.21398626473452756,0.2,0.03571428571428571,0.13886244387355456,0.1,0.03571428571428571,0.21446405106364183,0.2,0.14285714285714285,0.25857994232117654,0.5,NullPointerException in user authentication process,technical
0.48522855511632257,0.4,0.06666666666666667,0.5875502863571092,0.6,0.2,0.5179477849053691,0.45,0.3,0.4995974845850776,1.0,NullPointerException in UserService during authentication process,technical
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9275267188059126,0.8,0.5333333333333333,0.9930555555555556,1.0,NullPointerException in Spring Boot REST controller,technical
0.16958010263680806,0.2,0.037037037037037035,0.25206494032666715,0.3,0.1111111111111111,0.2652877944594677,0.25,0.18518518518518517,0.2909698996655518,0.3333333333333333,NullReferenceException in user authentication module,technical
0.16958010263680806,0.2,0.03333333333333333,0.17947710508581738,0.2,0.06666666666666667,0.16221374454655435,0.15,0.1,0.23774509803921567,0.3333333333333333,something's off with the site,vague
0.8687949224876582,0.8,0.13333333333333333,0.699473903081392,0.6,0.2,0.5902850603866644,0.45,0.3,0.6441246624051994,1.0,something stopped working,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.038461538461538464,Something's broken on the site.,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.03517219740482092,0.05,0.03333333333333333,0.05718954248366013,0.05555555555555555,something's broken,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,something's not right,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.04037599756908434,0.05,0.03333333333333333,0.06259259259259259,0.08333333333333333,something's gone wrong,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,something isn't right,vague
0.38356636737133565,0.4,0.06666666666666667,0.32730659600127,0.3,0.1,0.3437990587154117,0.3,0.2,0.37303024903012094,0.5,something's wrong with my account,vague
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05048076923076923,0.038461538461538464,something is off,vague
0.38356636737133565,0.4,0.06666666666666667,0.31833954895937194,0.3,0.1,0.29049673245524105,0.25,0.16666666666666666,0.34885620915032683,0.5,something went wrong,vague
1.0,1.0,0.18518518518518517,0.9363792118010483,0.9,0.3333333333333333,0.7787148669350383,0.6,0.4444444444444444,0.8391842532467532,1.0,implement caching for user profile retrieval,task
0.5147714448836774,0.6,0.1,0.5054799843174406,0.6,0.2,0.5305065394164813,0.6,0.4,0.5446072268415256,0.5,optimize database queries for the reporting module,task
0.404762744029787,0.4,0.06666666666666667,0.46590225887159153,0.5,0.16666666666666666,0.511600963284681,0.5,0.3333333333333333,0.5013015488015488,1.0,enhance security measures for data storage,task
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.9644398886743439,0.9,0.6,0.9443021032029157,1.0,create automated tests for the checkout process,task
0.4912596920895758,0.6,0.1,0.5964984284535197,0.7,0.23333333333333334,0.6016855472280394,0.65,0.43333333333333335,0.5896347516443954,0.5,integrate third-party analytics service,task
1.0,1.0,0.16666666666666666,1.0,1.0,0.3333333333333333,0.945276477030824,0.85,0.5666666666666667,0.9352430555555555,1.0,document API endpoints for the new feature set,task
0.6164336326286644,0.6,0.10714285714285714,0.7510916729774055,0.8,0.2857142857142857,0.782417289775358,0.75,0.5357142857142857,0.7195515391769078,1.0,resolve memory leaks in the image processing service,task
